; "Tesla K80", "CC", 3.7, "Multiprocessors", 13, "Memory [MiB]", 11439, "MemoryFree [MiB]", 11376, "MemClock [MHz]", 2505, "GPUClock [MHz]", 562, "CUDA Runtime", 8000, "cufft", 8000
; "Time_ContextCreate [ms]", 65.9818
; "Time_ContextDestroy [ms]", 186.605
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","success","0","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","ID"
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.401288,0.917302,9.8e-05,30.2801,6.13037,6.08787,18.4601,0.434743,62.8175,1.34218e+08,1.34218e+08,1.34218e+08,18
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.444165,1.13294,8e-05,31.3034,6.16682,6.09088,18.4996,0.423639,64.1714,1.34218e+08,1.34218e+08,1.34218e+08,18
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.426455,0.938215,0.000163,33.4191,6.13315,6.11434,18.6724,0.436877,66.2673,1.34218e+08,1.34218e+08,1.34218e+08,18
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.403463,0.903623,0.0001,30.5378,6.1239,6.09174,18.4837,0.429617,63.0863,1.34218e+08,1.34218e+08,1.34218e+08,18
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.405705,0.96503,9.4e-05,30.7909,6.1287,6.09981,18.779,0.48018,63.7575,1.34218e+08,1.34218e+08,1.34218e+08,19
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.452648,0.928396,0.000102,30.4858,6.12867,6.08134,18.621,0.611061,63.4202,1.34218e+08,1.34218e+08,1.34218e+08,19
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.410242,0.901889,9.1e-05,30.1983,6.12227,6.09206,18.5881,0.464608,62.8852,1.34218e+08,1.34218e+08,1.34218e+08,19
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.48856,0.922905,9.1e-05,30.3518,6.12522,6.0832,18.4916,0.42599,62.9993,1.34218e+08,1.34218e+08,1.34218e+08,19
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.447583,1.07045,9.2e-05,30.5236,6.1321,6.0872,18.469,0.427828,63.277,1.34218e+08,1.34218e+08,1.34218e+08,19
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.413899,1.05401,0.00011,29.7855,6.14582,6.09341,18.5319,0.629687,62.775,1.34218e+08,1.34218e+08,1.34218e+08,20
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.401253,0.900607,9.2e-05,30.4094,6.1233,6.08214,18.4736,0.426882,62.9283,1.34218e+08,1.34218e+08,1.34218e+08,20
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.475792,0.903708,9e-05,30.1677,6.11338,6.0872,18.5056,0.462636,62.8256,1.34218e+08,1.34218e+08,1.34218e+08,20
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.417178,1.04246,8.7e-05,30.4254,6.12483,6.08698,18.4471,0.427208,63.0777,1.34218e+08,1.34218e+08,1.34218e+08,20
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.412945,0.912698,9.6e-05,30.1732,6.12442,6.07856,18.4928,0.552032,62.8527,1.34218e+08,1.34218e+08,1.34218e+08,20
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,0,"Success",0,0.401611,0.902666,9.8e-05,29.9942,6.11731,6.0776,18.581,0.426657,62.6082,1.34218e+08,1.34218e+08,1.34218e+08,21
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,1,"Success",0,0.417933,1.08537,0.000111,30.377,6.12726,6.0848,18.4513,0.427006,63.074,1.34218e+08,1.34218e+08,1.34218e+08,21
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,2,"Success",0,0.406676,0.971351,0.000154,30.5574,6.12355,6.08045,18.6007,0.442361,63.2897,1.34218e+08,1.34218e+08,1.34218e+08,21
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,3,"Success",0,0.428233,0.914583,9.5e-05,30.205,6.12912,6.08755,18.4379,0.429079,62.7385,1.34218e+08,1.34218e+08,1.34218e+08,21
"CuFFT","Inplace","Complex","float",1,"powerof2",16777216,0,0,4,"Success",0,0.41898,0.9019,8.9e-05,30.1509,6.11245,6.0832,18.4347,0.430482,62.6356,1.34218e+08,1.34218e+08,1.34218e+08,21
